FileID,Category
0_m2_b_ah.wav,voiced
1_m2_d_eh.wav,voiced
2_m1_g_ow.wav,voiced
3_m1_g_ow.wav,voiced
4_f1_g_ah.wav,voiced
5_m2_g_uw.wav,voiced
6_m2_b_uw.wav,voiced
7_m2_g_ow.wav,voiced
8_m1_d_eh.wav,voiced
9_m2_d_eh.wav,voiced
10_m1_b_aa.wav,voiced
11_m2_d_uw.wav,voiced
12_f1_d_uw.wav,voiced
13_m1_b_ow.wav,voiced
14_m1_b_ow.wav,voiced
15_f1_b_eh.wav,voiced
16_m2_g_iy.wav,voiced
17_f1_b_ah.wav,voiced
18_m2_d_ah.wav,voiced
19_m1_g_eh.wav,voiced
20_m1_d_iy.wav,voiced
21_m1_b_iy.wav,voiced
22_m1_b_aa.wav,voiced
23_m1_b_iy.wav,voiced
24_m2_g_ah.wav,voiced
25_m2_b_iy.wav,voiced
26_m1_g_aa.wav,voiced
27_f1_g_eh.wav,voiced
28_m1_d_ow.wav,voiced
29_m2_g_ow.wav,voiced
30_f1_g_aa.wav,voiced
31_m1_b_ah.wav,voiced
32_f1_b_iy.wav,voiced
33_m2_b_aa.wav,voiced
34_m2_b_ow.wav,voiced
35_m2_g_ow.wav,voiced
36_m2_g_iy.wav,voiced
37_m1_g_iy.wav,voiced
38_f1_d_aa.wav,voiced
39_m2_b_eh.wav,voiced
40_m2_b_eh.wav,voiced
41_f1_d_eh.wav,voiced
42_m1_d_iy.wav,voiced
43_m2_b_aa.wav,voiced
44_m2_b_eh.wav,voiced
45_m2_d_uw.wav,voiced
46_m2_g_eh.wav,voiced
47_m1_g_iy.wav,voiced
48_m1_b_uw.wav,voiced
49_m1_d_aa.wav,voiced
50_m2_d_eh.wav,voiced
51_f1_d_uw.wav,voiced
52_m1_g_eh.wav,voiced
53_f1_b_uw.wav,voiced
54_m2_d_uw.wav,voiced
55_m1_b_uw.wav,voiced
56_m2_d_aa.wav,voiced
57_m1_g_uw.wav,voiced
58_f1_g_iy.wav,voiced
59_m2_g_eh.wav,voiced
60_m2_b_ah.wav,voiced
61_m1_g_aa.wav,voiced
62_f1_g_ah.wav,voiced
63_m2_g_iy.wav,voiced
64_m1_d_aa.wav,voiced
65_m1_d_aa.wav,voiced
66_f1_b_uw.wav,voiced
67_f1_d_iy.wav,voiced
68_m1_g_uw.wav,voiced
69_m2_d_uw.wav,voiced
70_m1_g_aa.wav,voiced
71_m1_b_eh.wav,voiced
72_m2_g_aa.wav,voiced
73_f1_b_ah.wav,voiced
74_m2_g_eh.wav,voiced
75_m2_b_uw.wav,voiced
76_m2_b_iy.wav,voiced
77_m2_b_ah.wav,voiced
78_f1_b_aa.wav,voiced
79_f1_b_ah.wav,voiced
80_m1_g_eh.wav,voiced
81_m2_d_uw.wav,voiced
82_m1_g_ah.wav,voiced
83_m1_g_eh.wav,voiced
84_m1_b_ow.wav,voiced
85_m2_g_ow.wav,voiced
86_f1_b_iy.wav,voiced
87_m1_g_ow.wav,voiced
88_f1_d_ah.wav,voiced
89_m1_d_ah.wav,voiced
90_m1_d_iy.wav,voiced
91_m2_b_ow.wav,voiced
92_f1_b_eh.wav,voiced
93_m2_d_ah.wav,voiced
94_f1_b_eh.wav,voiced
95_m1_d_iy.wav,voiced
96_m1_g_ow.wav,voiced
97_m1_b_aa.wav,voiced
98_f1_b_ah.wav,voiced
99_m2_b_uw.wav,voiced
100_m2_d_aa.wav,voiced
101_m2_d_eh.wav,voiced
102_m2_d_iy.wav,voiced
103_f1_g_uw.wav,voiced
104_f1_d_uw.wav,voiced
105_m1_g_ah.wav,voiced
106_f1_g_aa.wav,voiced
107_m2_d_ah.wav,voiced
108_m2_d_ow.wav,voiced
109_f1_g_uw.wav,voiced
110_f1_g_ah.wav,voiced
111_m2_b_eh.wav,voiced
112_m2_d_iy.wav,voiced
113_m1_b_eh.wav,voiced
114_f1_b_aa.wav,voiced
115_m2_b_eh.wav,voiced
116_m2_g_aa.wav,voiced
117_m1_d_aa.wav,voiced
118_m2_g_uw.wav,voiced
119_m2_b_iy.wav,voiced
120_f1_d_ah.wav,voiced
121_m2_d_aa.wav,voiced
122_m1_b_ah.wav,voiced
123_m1_d_uw.wav,voiced
124_m2_b_ow.wav,voiced
125_m2_g_uw.wav,voiced
